iter	Logloss
226	0.0006757968888
227	0.000675789225
228	0.000675789225
229	0.0006757740227
230	0.0006757665079
231	0.0006757658118
232	0.0006757657946
233	0.0006757657946
234	0.0006757657946
235	0.0006757652085
236	0.0006757652085
237	0.0006757645326
238	0.0006757634726
239	0.0006757623528
240	0.0006757604835
241	0.0006757586172
242	0.0006757576854
243	0.000675753236
244	0.0006757416628
245	0.0006757397989
246	0.0006757397989
247	0.0006757379381
248	0.0006757379381
249	0.0006757379381
250	0.0006757379381
251	0.0006757336322
252	0.0006757251423
253	0.0006757232846
254	0.0006757223572
255	0.0006757223572
256	0.0006757223572
257	0.0006757223572
258	0.0006757218244
259	0.0006757208976
260	0.0006757134998
261	0.0006757134998
262	0.0006757132374
263	0.0006756855003
264	0.0006756707708
265	0.0006756707708
266	0.0006756707708
267	0.0006756689481
268	0.0006756684197
269	0.0006756684197
270	0.0006756665999
271	0.0006756665999
272	0.0006756660719
273	0.0006756660719
274	0.0006756660719
275	0.0006756512882
276	0.0006756508746
277	0.0006756498225
278	0.0006756425144
279	0.000675641653
280	0.0006756390081
281	0.0006756371898
282	0.0006756370933
283	0.0006756359851
284	0.0006756350948
285	0.0006756278389
286	0.0006756274071
287	0.0006756268791
288	0.0006756258664
289	0.0006756249637
290	0.0006756240617
291	0.0006756239781
292	0.000675621847
293	0.0006756197472
294	0.0006756184176
295	0.0006755960724
296	0.0006755918725
297	0.0006755846653
298	0.0006755809244
299	0.0006755788312
300	0.000675577808
301	0.0006755776805
302	0.0006755693235
303	0.0006755637678
304	0.0006755610036
305	0.0006755193624
306	0.0006755190719
307	0.0006755189284
308	0.0006755172094
309	0.0006755166503
310	0.0006755165808
311	0.000675513149
312	0.0006755097282
313	0.0006755096588
314	0.0006755079531
315	0.0006754996731
316	0.0006754995346
317	0.0006754994657
318	0.0006754926672
319	0.0006754909763
320	0.0006754868577
321	0.0006754867202
322	0.0006754732578
323	0.000675469717
324	0.0006754689145
325	0.0006754688813
326	0.0006754655507
327	0.0006754647773
328	0.0006754642756
329	0.0006754626142
330	0.0006754585131
331	0.0006754582636
332	0.0006754541727
333	0.000675452515
334	0.000675452515
335	0.0006754393126
336	0.0006754327843
337	0.0006754327843
338	0.0006754295382
339	0.0006754294136
340	0.0006754294136
341	0.0006754294136
342	0.0006754212762
343	0.000675420263
344	0.000675420263
345	0.000675420139
346	0.0006753883963
347	0.0006753758904
348	0.0006753697055
349	0.0006753694565
350	0.0006753679179
351	0.000675343821
352	0.0006723337446
353	0.0006723276172
354	0.0006723238811
355	0.0006633912645
356	0.0006633842617
357	0.0006633805988
358	0.0006633624316
359	0.000651098366
360	0.000646908283
361	0.000646584429
362	0.0006465836838
363	0.0006465817249
364	0.0006465797677
365	0.0006465785322
366	0.000646577772
367	0.000646577772
368	0.0006465777014
369	0.0006465757466
370	0.0006465679464
371	0.0006465660061
372	0.0006465652476
373	0.000646563309
374	0.0006465613741
375	0.0006465594418
376	0.0006465579275
377	0.0006465518872
378	0.0006465480328
379	0.000646544187
380	0.0006465403536
381	0.0006465273662
382	0.0006465232878
383	0.0006465171234
384	0.0006465166663
385	0.0006465151906
386	0.0006465146253
387	0.0006465133999
388	0.0006465133317
389	0.0006465095154
390	0.0006465093553
391	0.0006465055495
392	0.0006465040768
393	0.0006465002821
394	0.000646494556
395	0.0006464940744
396	0.0006464924835
397	0.0006464905721
398	0.0006464903367
399	0.000646490195
400	0.0006464843506
401	0.000646482897
402	0.0006464826618
403	0.0006464810843
404	0.0006464810843
405	0.0006464810843
406	0.0006464810843
407	0.0006464792143
408	0.0006464777679
409	0.0006464748807
410	0.0006464728566
411	0.0006464700692
412	0.0006464474988
413	0.0006464456499
414	0.0006464436249
415	0.0006464436249
416	0.0006464380122
417	0.0006464160645
418	0.0006464146305
419	0.0006464137124
420	0.0006464125983
421	0.0006464068749
422	0.0006463911557
423	0.0006463891275
424	0.0006463838555
425	0.0006463784803
426	0.0006463769384
427	0.0006463755303
428	0.0006463593366
429	0.0006463573234
430	0.0006463569483
431	0.0006463516118
432	0.0006463410212
433	0.0006463357827
434	0.0006463357271
435	0.0006463337132
436	0.0006463328259
437	0.0006463308132
438	0.0006463297203
439	0.0006463187549
440	0.0006463133309
441	0.0006463132759
442	0.0006463130289
443	0.0006463110159
444	0.0006463007804
445	0.0006462929538
446	0.0006462909409
447	0.0006462889299
448	0.0006462872019
449	0.0006462851915
450	0.0006462847281
451	0.0006462797983
452	0.0006462747584
453	0.0006462739049
454	0.0006462578423
455	0.00064624986
456	0.000646245881
457	0.0006462451941
458	0.00064624245
459	0.0006462416763
460	0.000646240308
461	0.0006462369822
462	0.0006462264879
463	0.0006462225095
464	0.0006462066449
465	0.0006462064337
466	0.0006462039642
467	0.000646188208
468	0.0006461872284
469	0.0006461862492
470	0.0006461854096
471	0.000646181688
472	0.0006461792304
473	0.0006461730108
474	0.0006461579584
475	0.0006461344336
476	0.0006461332693
477	0.0006461175938
478	0.0006461157412
479	0.0006461141764
480	0.0006461140492
481	0.0006461127369
482	0.0006461119652
483	0.0006461118383
484	0.0006461106428
485	0.000646109449
486	0.0006461086825
487	0.0006461085561
488	0.0006461061727
489	0.0006461054113
490	0.0006461014787
491	0.0006461003197
492	0.0006460990147
493	0.0006460978289
494	0.000646096849
495	0.0006460967572
496	0.0006460954557
497	0.0006460939952
498	0.000646093018
499	0.0006460918321
500	0.000646090648
501	0.0006460899277
502	0.0006460889506
503	0.0006460869976
504	0.0006460868647
505	0.0006460856821
506	0.0006460837305
507	0.0006460800306
508	0.0006460797068
509	0.0006460777568
510	0.0006460759122
511	0.0006460739639
512	0.0006460464498
513	0.000646045002
514	0.0006460431662
515	0.0006460431662
516	0.0006460413328
517	0.0006460395019
518	0.0006460395019
519	0.0006460395019
520	0.0006460395019
521	0.0006460376725
522	0.0006460371031
523	0.0006460352773
524	0.0006460352773
525	0.0006460352773
526	0.000646031463
527	0.0006460296385
528	0.0006460278164
529	0.0006460099471
530	0.0006460077873
531	0.0006460066169
532	0.0006460065524
533	0.0006460065524
534	0.000646005849
535	0.000645998598
536	0.0006459949877
537	0.0006459935935
538	0.000645991382
539	0.0006459906201
540	0.0006459902758
541	0.0006459891729
542	0.0006459891729
543	0.0006459794976
544	0.0006459791534
545	0.000645978982
546	0.000645978982
547	0.000645975386
548	0.0006459747023
549	0.0006459660398
550	0.0006459408878
551	0.0006459402008
552	0.0006459382399
553	0.0006459376658
554	0.0006459357067
555	0.0006459274349
556	0.0006459271963
557	0.00064592651
558	0.0006459258293
559	0.0006459257956
560	0.0006459238364
561	0.0006459237114
562	0.0006459231977
563	0.0006459231977
564	0.0006459231977
565	0.0006459231977
566	0.000645916072
567	0.0006459151851
568	0.0006459149483
569	0.0006459147119
570	0.0006459138249
571	0.0006459127993
572	0.0006459126302
573	0.0006459117439
574	0.0006459115751
575	0.0006459111035
576	0.0006459100814
577	0.0006459090586
578	0.0006459039538
579	0.0006458957873
580	0.0006458948057
581	0.0006458867318
582	0.0006458863552
583	0.0006458838732
584	0.000645883257
585	0.0006458811365
586	0.0006458801538
587	0.0006458777623
588	0.0006458767792
589	0.000645876744
590	0.0006458757613
591	0.0006458498705
592	0.0006458341667
593	0.0006458340911
594	0.0006458330206
595	0.0006458104791
596	0.0006458026663
597	0.0006457880157
598	0.0006457724479
599	0.0006457723096
600	0.0006457722709
601	0.0006457568113
602	0.000645749509
603	0.0006457475863
604	0.0006457471297
605	0.0006457465077
606	0.0006457464919
607	0.0006457445703
608	0.0006457426503
609	0.0006457407321
610	0.0006457407321
611	0.0006457387188
612	0.0006457307047
613	0.0006457307047
614	0.0006457297115
615	0.0006457297115
616	0.0006457279574
617	0.0006457208585
618	0.0006457191096
619	0.0006457173621
620	0.0006457173621
621	0.0006457167386
622	0.00064571612
623	0.0006457143755
624	0.0006457143755
625	0.0006457065434
626	0.0006457062352
627	0.0006457044947
628	0.0006457032699
629	0.0006457015314
630	0.0006456997952
631	0.0006456988245
632	0.000645697956
633	0.0006456962225
634	0.0006456944915
635	0.0006456741367
636	0.0006456705448
637	0.0006456702388
638	0.000645669934
639	0.0006456661993
640	0.0006456593158
641	0.0006456548181
642	0.000645651262
643	0.0006456478303
644	0.000645640723
645	0.0006456370425
646	0.0006456117264
647	0.0006456109889
648	0.0006456094157
